miRNA	A10_SM385B	A11_SM385B	A12_SM385B	A13_SM385B	A14_SM385B	A1_SM385B	A2_SM385B	A3_SM385B	A4_SM385B	A5_SM385B	A6_SM385B	A7_SM385B	A8_SM385B	A9_SM385B	B10_SM385B	B11_SM385B	B12_SM385B	B13_SM385B	B1_SM385B	B2_SM385B	B3_SM385B	B4_SM385B	B5_SM385B	B6_SM385B	B7_SM385B	B8_SM385B	B9_SM385B	C1_SM385B	C2_SM385B	C3_SM385B	C4_SM385B	C5_SM385B	C6_SM385B
hsa-miR-6815-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6815-5p	0	8	2	0	0	0	2	0	0	0	0	6	0	3	3	0	0	0	0	0	0	0	0	29	1	0	0	0	1	0	0	0	0
hsa-miR-6816-3p	20	3	0	5	0	0	1	2	0	0	7	5	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	2	4
hsa-miR-6816-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-3p	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	1	0	0	0	0
hsa-miR-6817-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6818-3p	1	0	0	0	3	1	15	5	5	0	0	6	0	10	1	16	0	0	1	2	2	2	0	0	9	20	1	0	0	0	0	0	3
hsa-miR-6818-5p	7	3	5	0	6	13	12	2	3	0	6	2	20	0	0	0	0	6	4	0	9	0	13	6	3	34	30	0	0	0	0	0	1
hsa-miR-6819-3p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-6819-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6820-3p	0	20	0	0	0	3	0	0	6	0	1	2	0	1	0	11	0	0	1	0	0	0	5	20	0	2	34	1	0	0	0	0	1
hsa-miR-6820-5p	13	0	4	0	0	0	0	0	0	0	4	0	0	54	1	0	0	3	1	0	0	0	0	0	0	7	70	5	0	0	0	0	0
hsa-miR-6821-3p	0	0	0	3	0	0	0	0	0	0	1	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6821-5p	11	4	45	2	0	0	4	2	4	8	18	0	2	0	3	0	0	0	0	1	0	3	0	0	5	5	29	6	0	0	0	0	0
hsa-miR-6822-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
hsa-miR-6822-5p	0	3	0	3	3	0	2	2	3	0	1	0	0	0	0	0	0	0	0	25	5	0	2	0	3	1	19	0	0	0	0	0	0
hsa-miR-6823-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-3p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6824-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0
hsa-miR-6825-5p	3	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6826-3p	0	0	1	0	0	0	1	0	0	2	12	0	0	1	0	2	2	9	0	5	9	0	4	22	1	10	0	0	0	0	0	0	0
hsa-miR-6826-5p	3	1	2	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	4	0	2	0	13	19	1	0	0	0	0	0	0	8	0
hsa-miR-6827-3p	0	0	15	3	0	0	10	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6827-5p	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	28	0	0	33	0	1	0	0	0	0	2	0	0	0
hsa-miR-6828-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6828-5p	0	1	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	2	0	50	0	13	0	0	0	0	0	0	0
hsa-miR-6829-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6829-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6830-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6830-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6831-3p	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
hsa-miR-6831-5p	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6832-3p	0	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6832-5p	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6833-3p	6	0	3	0	7	1	2	2	8	4	0	2	0	3	10	0	0	0	2	4	0	5	3	33	6	16	18	0	0	0	0	3	1
hsa-miR-6833-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	31	0	0	0	0	0	0	0	0	0
hsa-miR-6834-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
hsa-miR-6834-5p	13	5	2	0	0	0	2	0	0	1	0	0	34	0	0	13	5	0	0	0	2	0	0	1	5	0	15	2	0	0	0	0	0
hsa-miR-6835-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6835-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-3p	2	4	0	0	3	0	16	1	3	0	1	5	2	25	0	4	3	0	13	0	0	2	0	6	1	1	0	3	0	0	0	0	8
hsa-miR-6837-5p	6	0	1	0	0	0	2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0
hsa-miR-6838-3p	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6838-5p	1	16	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	1	5	0	0
hsa-miR-6839-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-5p	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0
hsa-miR-6840-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6841-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6841-5p	3	22	14	1	1	0	5	0	6	1	0	0	0	29	2	7	0	0	8	0	5	6	9	1	22	28	14	1	7	0	0	5	1
hsa-miR-6842-3p	200	238	128	75	27	28	151	33	36	37	66	60	60	53	66	67	125	33	75	264	66	81	49	245	38	241	174	11	20	3	76	9	61
hsa-miR-6842-5p	13	12	18	3	1	0	4	0	0	1	4	1	0	0	0	0	0	0	2	7	7	2	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6843-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	19	0	2	0	2	0	0	0
hsa-miR-6844	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6845-3p	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6845-5p	1	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6846-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6846-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6847-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6847-5p	0	24	1	2	0	0	0	0	3	0	0	4	1	0	3	0	0	0	1	0	6	8	0	0	1	0	0	0	0	1	1	0	0
hsa-miR-6848-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6848-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6849-3p	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6849-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6850-3p	14	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6850-5p	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6851-3p	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	10	22	0	0	0	0	0	0	0	0	0
hsa-miR-6851-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-5p	1	15	0	0	2	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6853-3p	1	1	0	6	0	0	16	6	5	2	0	3	1	21	0	0	0	0	2	4	2	4	0	40	0	14	21	0	0	1	0	1	1
hsa-miR-6853-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6854-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6854-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	2
hsa-miR-6855-3p	34	36	18	15	3	1	15	3	6	2	3	12	2	32	0	0	20	16	23	1	1	3	4	72	8	34	19	2	0	2	0	4	1
hsa-miR-6855-5p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-3p	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0
hsa-miR-6856-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6857-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
hsa-miR-6857-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
hsa-miR-6858-5p	16	0	0	0	0	6	0	7	0	0	3	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	3	0	0	0	1
hsa-miR-6859-3p	7	19	18	0	0	0	0	2	6	1	4	3	0	0	0	0	0	0	2	4	7	1	2	0	0	0	8	0	0	0	0	0	2
hsa-miR-6859-5p	35	4	34	11	3	6	5	9	4	7	3	4	30	11	4	11	17	1	10	9	11	6	0	0	9	1	48	1	6	4	4	5	3
hsa-miR-6860	1	0	0	0	0	11	2	2	0	3	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6861-3p	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	18	0	0	0	1	0	0	0	0	2
hsa-miR-6861-5p	1	3	16	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	20	0	0	0	0	0	7	0	0	0	0	0	0	0
hsa-miR-6862-3p	3	0	0	1	0	0	8	1	1	0	0	0	1	0	0	0	0	0	4	23	2	1	0	0	0	8	1	0	0	0	2	0	0
hsa-miR-6862-5p	15	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
hsa-miR-6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-5p	7	23	2	10	3	1	6	4	0	1	2	16	0	1	1	21	8	7	9	6	0	5	16	32	1	22	0	0	1	3	13	0	4
hsa-miR-6865-3p	3	1	0	5	5	1	4	7	0	0	1	0	0	0	0	0	0	0	0	7	1	0	0	0	10	2	25	0	0	0	0	0	0
hsa-miR-6865-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0
hsa-miR-6866-3p	1	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	44	0	10	25	1	0	0	0	0	0
hsa-miR-6866-5p	40	34	0	10	0	4	17	2	10	0	7	23	2	57	8	6	41	9	9	5	5	20	4	3	24	48	52	0	5	7	2	3	7
hsa-miR-6867-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6867-5p	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	10	0	0	2	0	0	0	0	0	0	5	0	0	2
hsa-miR-6868-3p	9	11	3	16	2	0	17	0	6	9	3	0	0	4	3	2	15	0	5	2	6	6	4	147	4	38	57	0	4	0	0	1	1
hsa-miR-6868-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-5p	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-3p	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6871-3p	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
hsa-miR-6871-5p	3	0	14	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-5p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6873-3p	3	6	1	6	0	3	2	1	9	1	29	5	0	0	1	1	8	19	4	23	4	10	5	20	4	24	1	0	0	0	0	0	1
hsa-miR-6873-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-3p	9	0	20	1	1	1	23	1	6	0	6	11	3	0	2	44	1	9	0	0	3	7	0	25	1	15	1	0	0	0	0	0	4
hsa-miR-6874-5p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	26	0	0	0	0	0	0	0	0	0
hsa-miR-6875-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6876-3p	0	0	0	0	5	0	0	0	5	0	0	9	1	3	0	0	0	0	0	18	0	0	0	27	0	25	2	0	0	0	0	0	0
hsa-miR-6876-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
hsa-miR-6877-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6877-5p	4	20	2	1	6	0	3	2	5	4	0	16	10	2	4	0	0	0	5	3	8	4	1	68	3	34	43	0	0	0	11	0	0
hsa-miR-6878-3p	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6878-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	22	0	0	0	0	3	0
hsa-miR-6879-3p	0	6	0	2	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6879-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-6881-3p	4	6	3	0	2	0	6	1	6	0	0	2	4	16	2	0	0	0	0	0	1	2	1	21	0	41	52	5	0	1	0	0	2
hsa-miR-6881-5p	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6882-3p	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6882-5p	116	45	69	26	16	20	46	23	20	5	60	37	21	170	33	47	55	20	36	20	11	43	33	123	41	228	110	2	45	2	36	14	21
hsa-miR-6883-3p	6	75	7	22	12	6	35	16	14	2	19	7	21	77	27	33	3	0	10	69	11	20	12	18	15	55	37	1	5	0	4	6	8
hsa-miR-6883-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6884-3p	0	0	0	1	2	0	0	0	0	0	0	6	1	0	0	0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6884-5p	0	0	0	0	0	0	1	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6885-3p	1	22	0	0	0	0	0	0	1	0	0	0	0	16	6	7	5	0	0	0	2	6	0	37	4	0	0	0	0	0	0	0	4
hsa-miR-6885-5p	0	22	1	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6886-3p	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6886-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6888-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6888-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6889-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6889-5p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6890-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6890-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6891-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6891-5p	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6892-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	0	0	0	0	0	0
hsa-miR-6892-5p	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	26	7	0	0	0	0	0	0	0	1
hsa-miR-6893-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6893-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6894-3p	6	0	0	4	4	1	11	3	1	0	3	4	0	2	1	0	0	0	3	0	5	0	4	94	1	16	0	0	0	0	1	0	2
hsa-miR-6894-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	15	3	7	0	9	0	0
hsa-miR-6895-3p	4	12	11	0	0	0	0	8	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0
hsa-miR-6895-5p	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
hsa-miR-7-1-3p	2871	3560	1981	1961	932	850	2563	1093	896	358	3672	2320	1466	4521	1157	1011	710	295	1610	516	942	1472	1170	9243	1159	6733	8976	339	431	138	939	265	549
hsa-miR-7-2-3p	160	156	76	35	78	23	104	43	50	33	143	66	16	89	49	12	32	7	76	62	46	105	79	168	21	170	198	20	42	8	68	7	105
hsa-miR-7-5p	176897	315739	154084	85357	42470	24528	181593	42549	33435	29676	110838	86882	59187	101458	48320	109128	296671	71039	53410	131433	60869	67091	71852	481734	55174	207161	283309	32866	110531	21954	76384	21337	173396
hsa-miR-708-3p	1392	1397	1187	886	533	88	1152	469	772	247	1637	972	558	4474	751	710	1348	266	907	655	994	842	675	4056	522	3664	5372	185	421	78	304	124	358
hsa-miR-708-5p	5283	7263	5514	3975	2119	474	6112	2630	2732	1347	8061	4129	2677	13041	2916	1765	1543	462	3106	1961	3317	3027	3302	16368	2139	9894	13435	1565	1889	499	2462	1353	1853
hsa-miR-7106-3p	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	23	1	0	0	0	0	0	2
hsa-miR-7106-5p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7109-3p	2	0	3	2	0	1	10	0	7	0	5	5	0	0	3	9	0	0	3	0	2	0	0	0	0	13	1	0	0	0	0	0	1
hsa-miR-7109-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
